1234566 	 107.276543
1234566 	 107.276543
1234656 	 107.27915
1234665 	 107.279411
1234656 	 107.27915
1234665 	 107.279411
1235466 	 107.302605
1235466 	 107.302605
1235646 	 107.307816
1235664 	 107.308337
1235646 	 107.307816
1235664 	 107.308337
1236456 	 107.331259
1236465 	 107.331519
1236546 	 107.333863
1236564 	 107.334384
1236645 	 107.336727
1236654 	 107.336987
1236456 	 107.331259
1236465 	 107.331519
1236546 	 107.333863
1236564 	 107.334384
1236645 	 107.336727
1236654 	 107.336987
1243566 	 107.536595
1243566 	 107.536595
1243656 	 107.539189
1243665 	 107.539448
1243656 	 107.539189
1243665 	 107.539448
1245366 	 107.588454
1245366 	 107.588454
1245636 	 107.596229
1245663 	 107.597006
1245636 	 107.596229
1245663 	 107.597006
1246356 	 107.616956
1246365 	 107.617215
1246536 	 107.622136
1246563 	 107.622913
1246635 	 107.624985
1246653 	 107.625503
1246356 	 107.616956
1246365 	 107.617215
1246536 	 107.622136
1246563 	 107.622913
1246635 	 107.624985
1246653 	 107.625503
1253466 	 107.821206
1253466 	 107.821206
1253646 	 107.826367
1253664 	 107.826883
1253646 	 107.826367
1253664 	 107.826883
1254366 	 107.847006
1254366 	 107.847006
1254636 	 107.854743
1254663 	 107.855517
1254636 	 107.854743
1254663 	 107.855517
1256346 	 107.903721
1256364 	 107.904236
1256436 	 107.906297
1256463 	 107.90707
1256634 	 107.911965
1256643 	 107.912223
1256346 	 107.903721
1256364 	 107.904236
1256436 	 107.906297
1256463 	 107.90707
1256634 	 107.911965
1256643 	 107.912223
1263456 	 108.10689
1263465 	 108.107147
1263546 	 108.109457
1263564 	 108.10997
1263645 	 108.11228
1263654 	 108.112537
1264356 	 108.132553
1264365 	 108.13281
1264536 	 108.137684
1264563 	 108.138454
1264635 	 108.140506
1264653 	 108.141019
1265346 	 108.160769
1265364 	 108.161282
1265436 	 108.163333
1265463 	 108.164102
1265634 	 108.168974
1265643 	 108.169231
1266345 	 108.189226
1266354 	 108.189482
1266435 	 108.191789
1266453 	 108.192301
1266534 	 108.194608
1266543 	 108.194864
1263456 	 108.10689
1263465 	 108.107147
1263546 	 108.109457
1263564 	 108.10997
1263645 	 108.11228
1263654 	 108.112537
1264356 	 108.132553
1264365 	 108.13281
1264536 	 108.137684
1264563 	 108.138454
1264635 	 108.140506
1264653 	 108.141019
1265346 	 108.160769
1265364 	 108.161282
1265436 	 108.163333
1265463 	 108.164102
1265634 	 108.168974
1265643 	 108.169231
1266345 	 108.189226
1266354 	 108.189482
1266435 	 108.191789
1266453 	 108.192301
1266534 	 108.194608
1266543 	 108.194864
1324566 	 109.822468
1324566 	 109.822468
1324656 	 109.824956
1324665 	 109.825204
1324656 	 109.824956
1324665 	 109.825204
1325466 	 109.847336
1325466 	 109.847336
1325646 	 109.852309
1325664 	 109.852806
1325646 	 109.852309
1325664 	 109.852806
1326456 	 109.874678
1326465 	 109.874927
1326546 	 109.877163
1326564 	 109.87766
1326645 	 109.879896
1326654 	 109.880145
1326456 	 109.874678
1326465 	 109.874927
1326546 	 109.877163
1326564 	 109.87766
1326645 	 109.879896
1326654 	 109.880145
1342566 	 110.317704
1342566 	 110.317704
1342656 	 110.320169
1342665 	 110.320416
1342656 	 110.320169
1342665 	 110.320416
1345266 	 110.391607
1345266 	 110.391607
1345626 	 110.401453
1345662 	 110.402438
1345626 	 110.401453
